,별점,내용,작성일,공감,비공감
1166,10,기대없이 봤는데 재미있었습니다.,2020.10.31,1,0
1167,10,솔직히 후기들 보고 기대 많이 하고 봐서 재미없을까 걱정했는데 지루할 틈이 없고 예상한 것보다 스토리가 탄탄합니다 정말 추천하고 싶어요 부조리에 맞설 수 있는 용기!!!,2020.10.31,1,0
1168,10,,2020.10.31,1,0
1169,10,진짜 잘만들었다. 캐릭터 하나하나 자기 할일들 잘하고 의리로 똘똘뭉치고 민폐캐릭터 없이 여자들도 해낼 수 있다는걸 보여줌  대체 뭐가 부족한데?,2020.10.31,1,0
1170,10,그냥 그냥 다 커여움  쉴새없이 커여움이 몰아쳐왔다,2020.10.31,1,0
1171,10,저도 엇비슷한 상황인데 너무 공감하고 용기를 얻었습니다. 이 영화로 위로 받았습니다 감사합니다.,2020.10.31,1,0
1172,10,마지막 후반부가 좀 싱거운 맛이있긴한데 억지설정도 없고 가상이 아닌 정말 벌어질수도 있을 법한 스토리라 즐겁게 몰입하면서 봤습니다.,2020.10.31,1,0
1173,10,진짜개재밌음 안본사람 꼭보셈제발 난또보러가고싶을정도임 제발봐줘존잼이니까,2020.10.30,1,0
1174,10,주제도 좋고 캐릭터들이 각각 다른 매력이 있어서 재미있었어요!,2020.10.30,1,0
1175,1,네이버 평점 조작이 너무 심한것같은데...영화관에서 영화보다 나온게 두번재네요,2020.10.30,1,0
1176,1,평점이 높은이유를... 낚였음,2020.10.30,1,0
1177,7,,2020.10.30,1,0
1178,1,이딴허접한 개연성의 유치한 영화가 오히려 사회에서 여성의 존재감을 우습게 만듬. 여직원들 단체로 지렁이도 밟으면 꿈틀한다 할때 진심 나가고 싶었다,2020.10.30,1,0
1179,1,한녀들만 10점주는 꼴페미 영화,2020.10.30,1,0
1180,1,한녀들만 10점주는 꼴페미 영화,2020.10.30,1,0
1181,10,세명의 배우분들 사랑합니다- 너무 재밌게 잘봤어요 ㅋㅋ,2020.10.30,1,0
1182,10,그시절을 살았던 여성에게는 공감100%그리고 재미있고 유쾌하고 동류적 감동 업!재미있습니다.,2020.10.30,1,0
1183,10,진짜 재밌고 배우들 연기가 장난아니네욕ㅋㅋ,2020.10.30,1,0
1184,10,근래에 본 영화중에 진짜 최고.. 반전에 반전 ㅋㅋㅋㅋ 완전 재밌어여 꼭 보세영,2020.10.30,1,0
1185,6,마무리가 아쉬운..너무 급작스러운전개,2020.10.30,1,0
1186,10,그냥 보러 갔는데... 회사생활을 하는 마음가짐을 다잡게 해주는 아주 아주 멋진 영화에요 내일 2차관람 하러 갑니다~ 모든 세대에게 울림과 깨달음을 줄거여요꼭 보시길,2020.10.30,1,0
1187,10,군더더기 없이 유쾌하고재미있었어요,2020.10.30,1,0
1188,10,아 재밌어요. 회사원에게 회사란. 이런 애사심이 어제 다 증발해버렸는지.  하루의 절반이 여기 회사인데.  강추합니다 500만이 보는 그날 꼭 오기를,2020.10.30,1,0
1189,8,볼만합니다~ 킬링타임용 정말 재미있어요,2020.10.30,1,0
1190,10,"궁금해서 예고편을 많이 봤더니 앞에 내용이 비슷해서... 안돼 다른 내용도 보여줘~~라고 생각할 찰나 점점 이입이 돼서 마지막쯤 보람이 울음보 터질때 내 눈에도 눈물이 흘렀다.영화라서 이정도지만, 현실은 아니 지금 ...",2020.10.30,1,0
1191,10,재밌어요 보시면 후회 안하실겁니다,2020.10.30,1,0
1192,10,부모님도 너무 좋아하셨습니다. 부모님과 보세요!,2020.10.30,1,0
1193,10,대기업은 변한게 없지...영화는 재밌었다.,2020.10.30,1,0
1194,10,"영화가 거기서 거기겠지하고 별 기대없이 봤는데 정말 시간가는줄몰랐어요.생각치못한 반전에 감동까지..스토리짜임도 어디하나 모자람없고, 요근래 본 영화중 최고였습니다 :)",2020.10.30,1,0
1195,10,2020년 최대 빅재미 영화입니다. 재미납니다. 꼭 보세요~ 감독이 아저씨 출연 배우였다는 건 안비밀..,2020.10.30,1,0
1196,10,억지신파가 없어서 좋았던거 같아요 영화가 뭘 말하려는지 감독이 무엇을 표현하려는지도 전달이 되었고 웃기면서도 개연성있는 사건 그 사건으로 등장인물의 갈등 그 갈등으로 인한 각 인물의 감정표현이 분명하고 와 닿았어요 ...,2020.10.30,1,0
1197,3,킬링타임으로 보기 좋았습니다!,2020.10.30,1,0
1198,2,,2020.10.30,1,0
1199,10,"약간,, 뻔한 스토리,,,인데 박혜수누님,,, 너무 귀,,여우셔서 5개드립니다. 너무,,,귀엽읍니다,,☆♡☆♡☆,,..푸헹,,,^@@^,,,충성충성,,<^^,,,",2020.10.30,1,0
1200,2,너무 오글거려서 민망함,2020.10.30,1,0
1201,6,방금 보고 나왔습니다. 극적인 연출을 중반부터 곳곳에 깔아놔서 영화에 집중하기가 힘듭니다. '어짜피 또 반전이겠지'의 연속입니다. 심지어 2시간 가까운 러닝타임이어서 이런 연출에 지치기까지 합니다. 8...,2020.10.30,1,0
1202,10,잔잔하니 잼있습니다코로나만 아니여도 천만각입니다,2020.10.30,1,0
1203,10,정말 재밌어요 감사!!,2020.10.30,1,0
1204,10,뻔한 거 같아도 뻔하지 않고 깔끔한 영화입니다. 세상에 선한 사람들이 많아졌으면 좋겠어요.,2020.10.30,1,0
1205,7,실화에 기반해 만든 영화..메세지는 좋았으나 연출이 좀 딸리는지 지루하게 흘러가는 면이 없지 않았다. 배우들의 합은 좋았다!,2020.10.30,1,0
1206,10,토익반이래서 토익공부하고 이런건줄 알았는데 ㅋㅋㅋ..  배우들이 연기를 잘해서 더 재미있었던거 같아요 ! 그리고 내가 가는길에 다시 한번 더 생각해볼 수 있는 내용이라 좋았습니다,2020.10.30,1,0
1207,10,이 영화 정말 대박 재밌음1초도 안 지루했음이 영화 온 국민이 다 봐야함대박 나시길영화 진짜 잘 만들었소!,2020.10.30,1,0
1208,10,내가 대부분의 시간을 보내는 곳이 의미있는 일을 하는 곳이었음 한다는 말이 기억에 남네요,2020.10.30,1,0
1209,10,"진한 감동과 90년대의 영상미와 소품들, 그 시대 여성들의 위치 등 시대상을 잘 담았습니다. 연출이나 스토리 전개가 전혀 루즈하지 않았고, 예상한 진행을 뻔하지 않게 풀어주셔서 감사합니다! 다시 또 볼래요ㅠㅠ",2020.10.30,1,0
1210,10,재미와 감동 두 마리 토끼를 모두 잡을 수 있는 최고의 영화!! 놓치지 마세요~~ 강추합니다 ^^,2020.10.30,1,0
1211,10,재밌고 연기도 다들 잘했다 실화라는 것이 좀 충격이었다,2020.10.30,1,0
1212,10,말이 필요없음스토리 짱짱강추입니다,2020.10.30,1,0
1213,10,진짜 잼나요~!! 또 보고싶은 영화,2020.10.30,1,0
1214,10,2020년 영화계는 아직 죽지않았다,2020.10.30,1,0
1215,10,마지막 장면의 고아성과 눈을 마주치기 위해서 꼭 봐야 하는 영화,2020.10.30,1,0
1216,10,가장 낮은 곳에 위치하는 사람들의 연대가 마지막까지 빛을 잃지 않고 반짝인다.,2020.10.30,1,0
1217,10,"배우,스토리, 연출 잘 만든 영화에요",2020.10.30,1,0
1218,2,연기는 괜찮았는데 내용도 감동도 재미도 없었어요.,2020.10.30,1,0
1219,10,스토리 아주잘짜여지고 배우셋 연기와 캐미도 너무좋았스땅,2020.10.30,1,0
1220,9,배우분들 조합이 참 좋은 것 같아요,2020.10.30,1,0
1221,10,"intelligent , brilliant , sexy , delight",2020.10.30,1,0
1222,6,공든 탑이 서서히 무너지는 아쉬움,2020.10.30,1,0
1223,10,진짜 재미있어요 또 보고싶다,2020.10.30,1,0
1224,10,또 보고 싶은 영화!! 진짜 뭐하나 부족한게 없는 영화였어요!,2020.10.30,1,0
1225,10,재밌게 잘봤습니다!!! 기대했던것보다 훨씬 재밌고 감동이었어요 :),2020.10.30,1,0
1226,10,세 배우의 케미가 정말 좋아요. 꼭 추천하고 싶습니다.,2020.10.30,1,0
1227,2,평점보고 엄~~청 기대하고 봤는데ㅠㅠ..지인에게 추천하고 싶진 않네요,2020.10.29,1,0
1228,2,아니 이게 광고가 아니고서야 평점이 이렇게 높다고??근래본영화중 역대급으로 재미없다진짜유치해서 소름돋는 장면이 몇번이었는지..평점믿고 본 영화한테 이렇게 배신당하긴 처음이다,2020.10.29,1,0
1229,10,"영화는 감동적이지만... 회사는 직원을 이용해 먹을뿐이다. 정말 재밌게 봤으나,현실은 씁쓸하지..",2020.10.29,1,0
1230,10,재밌어요! 오랜만에 개운하고 재밌는 영화 보고 기분좋게왔네요,2020.10.29,1,0
1231,4,노잼인듯잘잤음.ㅋㅎ,2020.10.29,1,0
1232,10,간만에 재밌는영화 봤네여 이솜씨는 넘나 매력터지네여,2020.10.29,1,0
1233,10,"캐릭터 하나하나 매력적으로 느껴졌어요. 연기력, 연출, 스토리 모두 섬세했기에 가능했던 것 같아요. 이런 영화가 또 나왔으면 좋겠네요. 잘 봤습니다.",2020.10.29,1,0
1234,10,95년 저의 24살대의 추억과 사건이 방울방울~~영어공부 열풍과 글로벌시대를 준비하는 엑스세대하지만 치열한 경쟁속에 살아가는 근로자들~~뻔한 이야기를 소소한 연출과 각본으로 명작으로 만든 감독님과 제작들에게 박수,2020.10.29,1,0
1235,1,그냥 딱 tv에서 해줄때 보다말다 할수준,2020.10.29,1,0
1236,6,나름 참신한 주제이긴 한게 줄거리의 흐름과 호흡이 너무 가파르다... 자기만 알고 자기만 생각해 둔 답을 끝에서부터 역순으로 빠르게 써내려간 각본인 것 같다 듣고나면 납득은 가지만 굳이 이렇게 서술해야 했을까 싶다 ...,2020.10.29,1,0
1237,5,재미있고 모든 시대를 통하는 의미가 있는 것 같아요. 연기랑 스토리에비해 연출이 너무 아쉬웠어요.. 개인의 중요성을 말하려 그런건지;;너무 많은 걸 담으려 해서 장면 마다 클라이맥스 같고 뭔가 하나의영화보다는 옴니버...,2020.10.29,1,0
1238,4,음 ..재밌다고 호평이 넘 많아서 보러갔는데 너무 기대를 하고 가서 그런지 ㅠ ㅠ재미는 크게 없었어요 여성을 주최로 뭐...실제있었던 일 토대로 했다고 하지만 가면갈수록 약간..무슨... 너무 과한 오버연기와자꾸 사...,2020.10.29,1,0
1239,10,배우분들이 연기를 너무 잘하셔서 몰입이 잘 됐고 스토리도 너무 좋았어요 진짜 기대 이상이에요ㅠㅠ 너무 재밌어요 안 보신 분들은 꼭 보세요 후회 안 합니다,2020.10.29,1,0
1240,10,2020년 본 영화중에 제일 재미있었어요. 모두들 보셨으면 좋겠습니다.,2020.10.29,1,0
1241,8,제목만으로는 도저히 알 수 없는 장르의 영화. 감동은 모르겠고 그럭저럭 재미는 있었다.,2020.10.29,1,0
1242,7,뭔가 살짝 모자라면서 애매한 영회라고 해야하나요... 지루하지는 않지만 그렇다고 재밌다고 하기도 애매한 영화에요.... 약간 부족한 느낌?? 그래도 연기 실력을 좋으시더라구여,2020.10.29,1,0
1243,10,마지막에 같은 처지에 놓인 여성 직원들이 연대하는 모습 너무 좋아ㅠㅠㅠㅠ,2020.10.28,1,0
1244,10,말이 필요 없음 여성 주연 영화 얼마나 오랜만이고 소중한지... 과거 여성으로서 살아온 삶의 고단함이 느껴집니당 웃긴 포인트들도 많아서 지루할 틈이 없어요!!,2020.10.28,1,0
1245,2,너어무 한국영화 같았어요..,2020.10.28,1,0
1246,10,,2020.10.28,1,0
1247,10,진짜 꿀잼인데 관객수가 아쉽다ㅠㅠㅠ,2020.10.28,1,0
1248,10,"이 영화를 보고 누구보다 당당히 영화관 밖을 걸어나간 것 같다. '불가능은 없다'지친 시기에 오랜만에 힘이 나게 도와준,명쾌하고 센스넘치는 영화. 그리고 달라진듯 달라지지 않는 시대상의 이면을 보고 지...",2020.10.28,1,0
1249,10,완전완전완전 재밌어요,2020.10.28,1,0
1250,10,,2020.10.28,1,0
1251,10,무거운 주제를 코믹하며 유쾌하게 풀어낸 연출이 인상깊은 영화.,2020.10.28,1,0
1252,9,"기대 안하고 봤는데, 사회적으로 시사하는바도 있고 재미도 있습니다.",2020.10.28,1,0
1253,10,달파란님의 음악이군요. 듣기 좋은 음악들 많이 나왔습니다 ㅎㅎ 내용도 재밌고 빨간 떡볶이가 그렇게 땡기더라구요...ㅋ,2020.10.28,1,0
1254,10,부장님이랑 보람이 병실에서 얘기하는 씬 너무 좋았어요 최고,2020.10.28,1,0
1255,10,,2020.10.28,1,0
1256,10,코로나 때문에 영화관 못가다 오랜만에 가서 봤는데 저는 되게 좋았던 영화같아요.,2020.10.28,1,0
1257,10,"배우님들의 연기도, 내용도 좋았습니다!",2020.10.28,1,0
1258,9,기대없이 봤는데 스토리도 연기도 인물들도 좋네요,2020.10.28,1,0
1259,6,타일러는 귀여웠지만ㅜㅜ 박진감없음 잠드는 저로선 ㅜㅜ 결국 졸음참다가 잠들었네용ㅜ,2020.10.28,1,0
1260,10,엄마랑 봤는데 엄마도 좋아하심 ㅋㅋ,2020.10.28,1,0
1261,10,너무 재밌게 봤습니다!,2020.10.28,1,0
1262,10,이영화에게 박수를 보냅니다!짝짝짝,2020.10.28,1,0
1263,10,"이솜 왜캐예쁨,,,,내용 존잼",2020.10.28,1,0
1264,6,,2020.10.28,1,0
1265,10,가족 다 같이 재밌게 봤습니다.,2020.10.28,1,0
1266,10,"타이니한 우리들이 꿈꿀 수 있는 최고의 해피엔딩, 현실을 살아갈 용기를 주는 영화.",2020.10.28,1,0
1267,10,행복하게 보고 나왔습니다.,2020.10.28,1,0
1268,6,40대 이상에서만 느낄수 있는 소재.,2020.10.28,1,0
1269,2,히든 피겨스랑 겹쳐 보여서 이렇게 못만들 수 있나 싶었음..,2020.10.28,1,0
1270,2,기억나는건 양키고홈뿐 홀리..,2020.10.28,1,0
1271,4,정말 좋아하는 배우분들이 나오셔서 봤는데 평정 9점은 아닌것같아요....ㅎㅎ;;그렇다고 잼없는건 아녀여!,2020.10.28,1,0
1272,2,보다 잠든 몇안되는영화내나이 41  오랫만에 평점에 속았다,2020.10.28,1,0
1273,10,배우들 캐릭터가 한 명 한 명 돋보이고 진짜 매력들이 넘쳐ㅋㅋㅋ 오랜만에 재밌는 영화 보고 왔네요~,2020.10.28,1,0
1274,10,최고중에 최고의 영화 박혜수넘이뻐여,2020.10.28,1,0
1275,10,귀엽고 멋있고 사랑스럽고 따뜻하다,2020.10.28,1,0
1276,10,진짜 오랜만에 감탄했습니다 반전도 훌륭하고 배우들 연기도 매우 좋았어요 스토리도 탄탄하니 진짜 또 보고 싶습니다 정말 영화 끝나고 바로 또 보고 싶었어요 몇번 더 보려구요 인생작 찾은거같습니다,2020.10.28,1,0
1277,10,강추입니다.이솜 연기 짱~~,2020.10.28,1,0
1278,2,재미없어 죽는 줄 알았어요 우리 좀 솔직해지자 롯데시네마 독산에서 18시 40분 거 봤어요 한 다섯 명 정도 앉아 있었는데 5시거 볼려다 늦춘건데 5시거 봤다면 극장에 혼자였을 듯 중간에 나가고 싶었는데 애써 참았음...,2020.10.27,1,0
1279,10,내부자들이 남성들이 주로 꾸려가는 스토리라면이 영화는 여성들의 이야기.,2020.10.27,1,0
1280,3,에효~영화자체가 너무 별루여서 평점 낮게주는사람들에게 떡밥 다지난 한남 어쩌구 저쩌구..병이다 병..진짜 걍 너무 별로..,2020.10.27,1,0
1281,10,부장님 눈물 줄줄 주루룩 주루룩,2020.10.27,1,0
1282,4,평점보고 기대했는데... 음... 배우들이 좋아서 관람했습니다.,2020.10.27,1,0
1283,2,네이버 평점보고 낚인 영화. 재미없음. 지루하고 뻔한이야기,2020.10.27,1,0
1284,6,그냥 공익영화보는 느낌이네,2020.10.27,1,0
1285,4,박혜수연기력좋았다. 근데... 이거 알바심하네... 사건풀어가는 스토리전개가 지루하고 터무니없음^^;;; 딱 4~6점짜리영화. 킬링타임도안됨 너무지루함 ㅠㅜ,2020.10.27,1,0
1286,6,"10점까진 아닌데... 추석특집방영으로 가족끼리 집에서 볼만한 영화. 중반까진 괜찮은데, 마지막에 좀민망한 스토리... 굳이 돈주고 볼 퀄리티는 아님.",2020.10.27,1,0
1287,2,아니 배우들 연기는 좋은데 이 작품 평점이 대체 왜 좋은거죠?,2020.10.27,1,0
1288,6,전 내용이 좀 지루했어요,2020.10.27,1,0
1289,6,,2020.10.27,1,0
1290,6,여러 문제들을 대중영화의 넓은 폼으로 다뤄낸다.,2020.10.27,1,0
1291,6,재미없어요 ㅜㅜ 기대하고봤는데,2020.10.26,1,0
1292,6,좋은 배우들과 괜찮은 소재였는데 개연성 없는 연출이 아쉬웠습니다 더 좋게 풀수있었을텐데 아쉬웠어요..,2020.10.25,1,0
1293,2,전형적인 여성위주의 페미 영화 평점이 왜 이렇게 높은지? 유치하고 재미가 없음,2020.10.25,1,0
1294,8,다된 영화에 고아성 뿌리기;,2020.10.25,1,0
1295,4,방금 보고 나옴댓글에 낚였다,2020.10.25,1,0
1296,2,진심이야??? 이 평점 진심이야??;;,2020.10.25,1,0
1297,2,재밌는줄 알았는데 정말 노잼..,2020.10.25,1,0
1298,10,요즘댓글알바 하도많아서 진짠지 아닌지 1도모르겠음;;;죄다 십점이누,2020.10.25,1,0
1299,10,정말 오랜만에 제대로 된 영화 본 것 같아요명대사들이 여운남는 영화,2020.10.25,1,0
